"Rank","Player","Team","BYE","Position-Rank","FF Pts","VOR","ADP ( Average )","ADP Dif ( Average )","ADP (BB10s)","ADP Dif (BB10s)","ADP (CBS)","ADP Dif (CBS)","ADP (Drafters)","ADP Dif (Drafters)","ADP (ESPN)","ADP Dif (ESPN)","ADP (Fantrax)","ADP Dif (Fantrax)","ADP (FFPC)","ADP Dif (FFPC)","ADP (NFFC)","ADP Dif (NFFC)","ADP (NFL)","ADP Dif (NFL)","ADP (Sleeper)","ADP Dif (Sleeper)","ADP (Underdog)","ADP Dif (Underdog)","ADP (Y!)","ADP Dif (Y!)","ADP (Superflex)","ADP Dif (Superflex)","ADP (FFPC SF)","ADP Dif (FFPC SF)","ADP (Sleeper SF)","ADP Dif (Sleeper SF)","GC","GC Dif"
"368","Kirk Cousins","LV","13","QB-38","36.3","-249","267","-101","0","-368","0","-368","244","-124","0","-368","239","-129","262","-106","247","-121","0","-368","0","-368","248","-120","0","-368","233","-135","190","-178","0","-368","291","-77"
"369","Dylan Laube","LV","13","RB-115","8.8","-131","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","429","60"
"370","Isaiah Bond","CLE","11","WR-141","14.4","-147","293","-77","0","-370","0","-370","0","-370","313","-57","313","-57","325","-45","346","-24","0","-370","0","-370","268","-102","0","-370","271","-99","286","-84","0","-370","307","-63"
"371","Keleki Latu","BUF","7","TE-77","22.0","-132","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"372","Darius Cooper","PHI","10","WR-142","29.1","-132","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"373","Luke Farrell","SF","8","TE-78","21.8","-132","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","626","253"
"374","Zavion Thomas","CHI","10","WR-143","28.8","-132","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","375","1"
"375","Ben Skowronek","PIT","9","WR-144","28.6","-132","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"376","Nate Boerkircher","JAX","7","TE-79","21.1","-133","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","434","58"
"377","Cade Stover","HOU","8","TE-80","21.0","-133","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","669","292"
"378","Josh Cameron","JAX","7","WR-145","27.9","-133","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","582","204"
"379","James Mitchell","CAR","5","TE-81","20.3","-133","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","689","310"
"380","Dameon Pierce","PHI","10","RB-116","6.7","-134","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","388","8"
"381","Joe Flacco","CIN","6","QB-39","30.9","-254","289","-92","0","-381","0","-381","0","-381","242","-139","332","-49","296","-85","324","-57","0","-381","0","-381","291","-90","0","-381","259","-122","259","-122","0","-381","399","18"
"382","Mac Jones","SF","8","QB-40","33.0","-252","291","-91","0","-382","0","-382","0","-382","273","-109","336","-46","290","-92","309","-73","0","-382","0","-382","296","-86","0","-382","244","-138","226","-156","0","-382","338","-44"
"383","Michael Carter","TEN","9","RB-117","5.3","-135","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","370","-13"
"384","Jaylin Lane","WAS","7","WR-146","25.7","-135","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","358","-26"
"385","Jimmy Horn","CAR","5","WR-147","25.6","-135","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","670","285"
"386","Frank Gore Jr.","BUF","7","RB-118","4.5","-136","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","423","37"
"387","Kene Nwangwu","NYJ","13","RB-119","3.7","-136","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"388","British Brooks","HOU","8","RB-120","2.7","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","580","192"
"389","John Bates","WAS","7","TE-82","15.8","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","414","25"
"390","Marquez Valdes-Scantling","DAL","14","WR-148","23.0","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","471","81"
"391","Josh Williams","TB","10","RB-121","1.9","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","539","148"
"392","Sione Vaki","DET","6","RB-122","1.9","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","444","52"
"393","Julius Chestnut","TEN","9","RB-123","1.9","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","636","243"
"394","Calvin Austin III","NYG","8","WR-149","22.6","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","332","-62"
"395","Tai Felton","MIN","6","WR-150","22.5","-138","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","523","128"
"396","Matthew Hibner","BAL","13","TE-83","15.1","-139","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","476","80"
"397","Tip Reiman","ARI","14","TE-84","14.4","-139","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","674","277"
"398","Eric Saubert","SEA","11","TE-85","14.2","-139","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","697","299"
"399","CJ Daniels","LAR","11","WR-151","21.5","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","403","4"
"400","JP Richardson","CHI","10","WR-152","21.4","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"401","Mason Tipton","NO","8","WR-153","21.4","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","734","333"
"402","Xavier Smith","LAR","11","WR-154","20.8","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","472","70"
"403","Kylen Granson","TEN","9","TE-86","13.4","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","716","313"
"404","Andrew Ogletree","IND","13","TE-87","13.4","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","668","264"
"405","Charlie Woerner","ATL","11","TE-88","13.4","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","635","230"
"406","Jeshaun Jones","MIN","6","WR-155","20.6","-140","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","621","215"
"407","Payne Durham","TB","10","TE-89","13.0","-141","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","700","293"
"408","Xavier Weaver","ARI","14","WR-156","19.8","-141","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","549","141"
"409","Tom Kennedy","DET","6","WR-157","19.8","-141","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"410","Justin Watson","HOU","8","WR-158","18.4","-143","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"411","Jeremy Ruckert","NYJ","13","TE-90","11.1","-143","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","684","273"
"412","Nate Adkins","DEN","10","TE-91","11.0","-143","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","524","112"
"413","Tyler Conklin","DET","6","TE-92","10.7","-143","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","537","124"
"414","Grant Calcaterra","PHI","10","TE-93","10.1","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","711","297"
"415","Isaiah Williams","NYJ","13","WR-159","16.7","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","588","173"
"416","Blake Whiteheart","CLE","11","TE-94","9.4","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","703","287"
"417","Jared Wiley","KC","5","TE-95","9.4","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","681","264"
"418","Malik Benson","LV","13","WR-160","16.6","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","430","12"
"419","Malachi Corley","CLE","11","WR-161","16.6","-144","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","772","353"
"420","Jack Endries","CIN","6","TE-96","9.0","-145","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","606","186"
"421","Sam Roush","CHI","10","TE-97","9.0","-145","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","475","54"
"422","Moliki Matavao","NO","8","TE-98","8.9","-145","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","535","113"
"423","Tyrell Shavers","BUF","7","WR-162","15.4","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","731","308"
"424","Kevin Coleman","MIA","6","WR-163","15.3","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","373","-51"
"425","Derius Davis","LAC","7","WR-164","15.1","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","759","334"
"426","Ben Sims","MIA","6","TE-99","7.7","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","678","252"
"427","Bo Melton","GB","11","WR-165","14.8","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","618","191"
"428","Ben Yurosek","MIN","6","TE-100","7.5","-146","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"429","Bryce Lance","NO","8","WR-166","14.2","-147","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","351","-78"
"430","Lil'Jordan Humphrey","DEN","10","WR-167","13.7","-147","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","484","54"
"431","Isaiah Hodgins","NYG","8","WR-168","12.3","-149","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","733","302"
"432","Devin Culp","TB","10","TE-101","4.6","-149","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","696","264"
"433","Joe Royer","CLE","11","TE-102","4.0","-150","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","594","161"
"434","Michael Bandy","DEN","10","WR-169","11.0","-150","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","597","163"
"435","Chris Manhertz","NYG","8","TE-103","3.1","-151","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","693","258"
"436","Nikko Remigio","KC","5","WR-170","9.8","-151","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","774","338"
"437","KeAndre Lambert-Smith","LAC","7","WR-171","9.4","-152","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","583","146"
"438","Anthony Gould","IND","13","WR-172","8.5","-152","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","488","50"
"439","Jordan Watkins","SF","8","WR-173","8.3","-153","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","574","135"
"440","Cyrus Allen","KC","5","WR-174","7.9","-153","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","389","-51"
"441","Kaden Wetjen","PIT","9","WR-175","7.7","-153","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","567","126"
"442","Kameron Johnson","TB","10","WR-176","7.6","-153","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","649","207"
"443","Deven Thompkins","","0","WR-177","7.3","-154","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"444","Jake Bobo","SEA","11","WR-178","7.3","-154","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","546","102"
"445","Devin Duvernay","ARI","14","WR-179","7.2","-154","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","616","171"
"446","Myles Price","MIN","6","WR-180","3.8","-157","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","576","130"
"447","Skyy Moore","GB","11","WR-181","3.7","-157","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","573","126"
"448","Emmanuel Henderson","SEA","11","WR-182","3.6","-157","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"449","Bryce Oliver","TEN","9","WR-183","3.3","-158","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"450","Ke'Shawn Williams","CIN","6","WR-184","1.6","-159","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"451","Trey Lance","LAC","7","QB-41","29.2","-256","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"452","Anthony Richardson","IND","13","QB-42","28.1","-257","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","363","-89"
"453","Marcus Mariota","WAS","7","QB-43","27.5","-257","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","422","-31"
"454","Tyson Bagent","CHI","10","QB-44","24.2","-261","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"455","Ty Simpson","LAR","11","QB-45","23.5","-261","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","360","-95"
"456","Teddy Bridgewater","DET","6","QB-46","23.3","-262","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"457","Sam Howell","DAL","14","QB-47","22.9","-262","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"458","Davis Mills","HOU","8","QB-48","22.3","-262","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"459","Nick Mullens","JAX","7","QB-49","21.3","-264","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"460","Tommy DeVito","NE","11","QB-50","20.6","-264","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"461","Tyrod Taylor","GB","11","QB-51","20.6","-264","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"462","Tyler Huntley","BAL","13","QB-52","20.5","-264","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"463","Kyle Allen","BUF","7","QB-53","20.3","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"464","Drew Lock","SEA","11","QB-54","20.2","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"465","Spencer Rattler","NO","8","QB-55","20.2","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","540","75"
"466","Gardner Minshew","ARI","14","QB-56","20.1","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","538","72"
"467","Mason Rudolph","PIT","9","QB-57","20.0","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"468","Jake Browning","TB","10","QB-58","19.6","-265","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"469","Jarrett Stidham","DEN","10","QB-59","19.1","-266","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"470","Dillon Gabriel","CLE","11","QB-60","18.4","-266","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"471","Kenny Pickett","CAR","5","QB-61","17.7","-267","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"472","Cade Klubnik","NYJ","13","QB-62","17.5","-267","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","440","-32"
"473","Andy Dalton","PHI","10","QB-63","17.5","-267","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"474","Mitch Trubisky","TEN","9","QB-64","16.9","-268","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--"
"475","Jameis Winston","NYG","8","QB-65","15.7","-269","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","410","-65"
"476","Quinn Ewers","MIA","6","QB-66","15.2","-270","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","'--","544","68"
