rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
1120,23186,Spencer Rattler,NO,QB,17,280.6,1.5,0.8,18.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.9
1121,21810,Tyler Huntley,BAL,QB,17,274.5,2.1,0.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.9
1122,26929,Wesley Williams,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,17.9
1123,26886,Zion Young,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.0,17.8
1124,26999,Charles Demmings,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.0,17.8
1125,24625,Tommy DeVito,NE,QB,17,301.4,2.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.7
1126,27001,Gabe Jacas,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,17.6
1127,28060,Jaishawn Barham,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,1.0,17.6
1128,20053,Kyle Allen,BUF,QB,17,294.4,1.9,0.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.4
1129,26138,Cody Lindenberg,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.1,1.0,17.4
1130,24920,Durell Nchami,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,1.0,17.4
1131,27008,Jack Kelly,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,17.4
1132,23871,Marcelino McCrary-Ball,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1.0,17.3
1133,26179,Nohl Williams,KC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,17.2
1134,26656,Keyon Martin,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.2,0.1,1.0,17.2
1135,26283,Keondre Jackson,BAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.0,17.2
1136,24361,Mike Morris,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,1.0,17.2
1137,26206,Nazir Stackhouse,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,1.0,17.2
1138,19850,Mason Rudolph,PIT,QB,17,293.4,1.9,0.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.1
1139,28099,Justin Jefferson,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,17.0
1140,25635,Cam Lampkin,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.1,1.0,17.0
1141,24966,Junior Colson,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,17.0
1142,21117,E.J. Speed,HOU,LB,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,4.2,16.9
1143,28048,Cade Klubnik,NYJ,QB,17,333.4,1.8,1.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9
1144,26144,Kiko Mauigoa,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,1.0,16.9
1145,24994,Carson Beck,ARI,QB,17,273.0,1.7,1.0,7.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9
1146,23896,Kingsley Jonathan,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.9
1147,22321,Cole Christiansen,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.6
1148,24247,Quan Martin,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.6
1149,22874,Dayo Odeyingbo,CHI,DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,1.5,16.6
1150,22921,Nate Hobbs,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.0,16.6
1151,22785,Grant Stuard,LAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,1.0,16.5
1152,22759,Jamin Davis,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.0,16.5
1153,28103,Wade Woodaz,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.5
1154,20954,Jarrett Stidham,DEN,QB,17,280.5,1.9,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5
1155,23534,Troy Andersen,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.4
1156,26952,Malik Benson,LV,WR,17,0.0,0.0,0.0,0.0,0.0,7.9,87.4,0.0,0.0,0.0,0.0,0.0,1.0,16.4
1157,26782,Cashius Howell,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.4
1158,26462,B.J. Green II,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,0.1,0.0,1.0,16.4
1159,20772,Joe Giles-Harris,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,1.0,16.3
1160,26754,Jack Endries,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,7.3,72.0,0.3,0.0,0.0,0.0,0.0,1.0,16.3
1161,26894,Jalon Kilgore,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.2
1162,23392,Kingsley Enagbare,NYJ,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.1,0.9,16.1
1163,22501,Kenny Pickett,CAR,QB,17,273.1,2.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,16.1
1164,26652,Reuben Lowery III,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.9,16.0
1165,24864,Markees Watts,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,15.9
1166,22592,Elijah Moore,PHI,WR,17,0.0,0.0,0.0,0.0,0.0,6.3,67.0,0.5,0.0,0.0,0.0,0.0,0.9,15.8
1167,23322,Martin Emerson Jr.,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,15.8
1168,26193,Rylie Mills,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.9,15.7
1169,26155,Jaylin Smith,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.9,15.7
1170,23260,Kayvon Thibodeaux,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,0.9,15.7
1171,26779,Joshua Josephs,WAS,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,15.6
1172,23948,Elijah Garcia,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.9,15.6
1173,21928,Daniel Thomas,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.9,15.6
1174,26252,T.J. Maguranyanga,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,0.9,15.5
1175,23320,Kaiir Elam,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,15.5
1176,26771,Jam Miller,NE,RB,17,0.0,0.0,0.0,85.0,0.8,1.5,11.0,0.0,0.0,0.0,0.0,0.0,0.9,15.5
1177,22896,Malcolm Koonce,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.1,0.1,0.9,15.5
1178,25225,Daijahn Anthony,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.9,15.4
1179,12841,Andy Dalton,PHI,QB,17,255.8,1.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.3
1180,24582,Brandon Pili,SEA,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.9,15.2
1181,26355,Nikko Reed,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.9,15.2
1182,27000,Hezekiah Masses,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.9,15.2
1183,23532,Sam Williams,DAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.9,15.1
1184,25485,Anthony Goodlow,PIT,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,0.9,15.1
1185,25214,Jaylon Carlies,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.9,15.0
1186,18811,Mitchell Trubisky,TEN,QB,17,256.3,1.6,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.9
1187,26220,Ty Hamilton,LAR,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.9,14.8
1188,24121,Derius Davis,LAC,WR,17,0.0,0.0,0.0,5.5,0.0,7.3,63.3,0.3,0.0,0.0,0.0,0.0,0.9,14.8
1189,23487,Connor Heyward,LV,FB,17,0.0,0.0,0.0,14.0,1.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.9,14.7
1190,24453,Marte Mapu,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.9,14.7
1191,23177,Dillon Gabriel,CLE,QB,17,276.7,1.6,2.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,14.6
1192,25148,Chris Roland-Wallace,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.9,14.6
1193,26114,Aeneas Peebles,BAL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,0.9,14.5
1194,25141,Tip Reiman,ARI,TE,17,0.0,0.0,0.0,0.0,0.0,7.3,73.5,0.0,0.0,0.0,0.0,0.0,0.8,14.4
1195,26775,Avieon Terrell,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,14.4
1196,26163,Smael Mondon Jr.,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.8,14.4
1197,25238,DeWayne Carter,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,0.8,14.4
1198,22084,Kristian Fulton,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.8,14.3
1199,25023,Josh Newton,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.8,14.2
1200,16762,Jameis Winston,NYG,QB,17,243.5,1.5,0.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.2
1201,26289,Nathan Carter,ATL,RB,17,0.0,0.0,0.0,95.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,14.2
1202,23954,Keir Thomas,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.8,14.2
1203,20778,Dre Greenlaw,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.6,0.3,0.8,14.2
1204,23541,Micah McFadden,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.8,14.1
1205,26899,Emmanuel McNeil-Warren,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,14.1
1206,23223,Dameon Pierce,PHI,RB,17,0.0,0.0,0.0,87.3,0.5,1.5,11.0,0.0,0.0,0.0,0.0,0.0,0.8,13.9
1207,23538,Jake Hansen,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.8,13.9
1208,25433,Bo Richter,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.8,13.8
1209,23625,Daniel Hardy,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.8,13.7
1210,26048,Quinn Ewers,MIA,QB,17,246.8,1.4,0.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,13.6
1211,28116,Jadon Canady,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,13.6
1212,25470,Isaiah Stalbird,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.8,13.5
1213,26994,Ephesians Prysock,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,13.4
1214,22332,Jonah Williams,ARI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.8,13.3
1215,23603,Eric Johnson II,MIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.8,13.3
1216,25032,Xavier Weaver,ARI,WR,17,0.0,0.0,0.0,3.0,0.0,6.9,63.4,0.0,0.0,0.0,0.0,0.0,0.8,13.3
1217,22948,Devon Key,DEN,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.8,13.3
1218,25702,Swayze Bozeman,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.8,13.3
1219,19035,Eric Saubert,SEA,TE,17,0.0,0.0,0.0,0.0,0.0,6.0,54.9,0.3,0.0,0.0,0.0,0.0,0.8,13.3
1220,24083,Tyree Wilson,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.8,13.3
1221,26222,Ty Robinson,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.8,13.2
1222,26191,Howard Cross III,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.8,13.2
1223,26938,Sam Roush,CHI,TE,17,0.0,0.0,0.0,0.0,0.0,5.2,55.9,0.4,0.0,0.0,0.0,0.0,0.8,13.2
1224,21880,Larrell Murchison,LAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,0.8,13.2
1225,24213,Cameron Mitchell,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.8,13.2
1226,28429,Wesley Bailey,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,13.1
1227,26680,Elijah Williams,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,0.8,13.1
1228,24088,Ali Gaye,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,0.8,13.1
1229,26901,Michael Taaffe,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,13.1
1230,23486,Grant Calcaterra,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,5.6,43.9,0.5,0.0,0.0,0.0,0.0,0.8,13.0
1231,24311,Jaleel McLaughlin,DEN,RB,17,0.0,0.0,0.0,30.1,0.0,4.8,35.8,0.3,0.0,0.0,0.0,0.0,0.8,13.0
1232,25709,C.J. Ravenell,NYG,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.8,13.0
1233,26545,Alex Huntley,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.8,12.9
1234,26425,Danny Striggow,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.8,12.9
1235,25882,Jalen Milroe,SEA,QB,17,164.0,1.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.9
1236,26843,Joe Royer,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,6.0,50.4,0.3,0.0,0.0,0.0,0.0,0.8,12.8
1237,19020,Deatrich Wise Jr.,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,0.8,12.8
1238,24151,Payne Durham,TB,TE,17,0.0,0.0,0.0,0.0,0.0,5.3,56.0,0.3,0.0,0.0,0.0,0.0,0.7,12.7
1239,23608,Drew Ogletree,IND,TE,17,0.0,0.0,0.0,0.0,0.0,4.9,35.6,0.7,0.0,0.0,0.0,0.0,0.7,12.7
1240,24000,Tomon Fox,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.7,12.6
1241,25229,Kris Abrams-Draine,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.7,12.6
1242,26329,Ruben Hyppolite II,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.7,12.5
1243,23482,Bo Melton,GB,WR,17,0.0,0.0,0.0,3.0,0.0,5.4,66.6,0.0,0.0,0.0,0.0,0.0,0.7,12.4
1244,25151,Decamerion Richardson,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.7,12.3
1245,22119,Charlie Woerner,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,6.5,59.8,0.0,0.0,0.0,0.0,0.0,0.7,12.3
1246,23518,Jonathan Ford,GB,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.7,12.2
1247,26561,Trey Washington,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.7,12.1
1248,27044,Bud Clark,SEA,S,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,2.0,12.1
1249,21852,Ty Chandler,NO,RB,17,0.0,0.0,0.0,21.0,0.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.7,12.0
1250,25177,Cedric Johnson,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.0,0.7,11.9
1251,23626,Deane Leonard,LAC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.7,11.9
1252,25174,Jordan Jefferson,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.7,11.8
1253,26428,Coziah Izzard,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.7,11.8
1254,28072,Malachi Lawrence,DAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.7,11.8
1255,21898,Anfernee Jennings,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.1,0.7,11.8
1256,22905,Cameron McGrone,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.7,11.7
1257,23270,Will Levis,TEN,QB,17,205.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.7
1258,28132,Treydan Stukes,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.7,11.7
1259,23560,Chase Lucas,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,11.7
1260,22835,Cameron Sample,SF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.7,11.7
1261,22823,Kylen Granson,TEN,TE,17,0.0,0.0,0.0,0.0,0.0,5.8,60.4,0.0,0.0,0.0,0.0,0.0,0.7,11.6
1262,22866,Naquan Jones,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.1,0.7,11.6
1263,26513,Ricky Barber,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.7,11.6
1264,26421,Adin Huntington,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.0,0.7,11.6
1265,25008,T.J. Tampa,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.7,11.5
1266,24770,Nick Whiteside,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,11.5
1267,17920,Carson Wentz,MIN,QB,17,221.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.4
1268,24124,Tanner McKee,PHI,QB,17,198.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.4
1269,25025,Joe Milton III,DAL,QB,17,195.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.4
1270,23375,Zach Carter,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.7,11.4
1271,24979,Malachi Corley,CLE,WR,17,0.0,0.0,0.0,97.8,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.7,11.4
1272,19911,Jalyn Holmes,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.7,11.4
1273,21887,Julian Okwara,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,0.7,11.3
1274,23656,Josh Blackwell,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.7,11.3
1275,26024,Jahdae Barron,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.7,11.3
1276,23099,Michael Bandy,DEN,WR,17,0.0,0.0,0.0,0.0,0.0,3.8,56.5,0.3,0.0,0.0,0.0,0.0,0.7,11.2
1277,22521,Jeremy Ruckert,NYJ,TE,17,0.0,0.0,0.0,0.0,0.0,4.2,40.2,0.5,0.0,0.0,0.0,0.0,0.7,11.2
1278,25891,Jaydn Ott,KC,RB,17,0.0,0.0,0.0,63.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.7,11.2
1279,24228,JL Skinner,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.7,11.1
1280,22772,Payton Turner,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,0.7,11.1
1281,24537,Liam Anderson,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.7,11.1
1282,26145,Dorian Strong,BUF,CB,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.7,10.9
1283,23633,Elijah Hicks,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.9
1284,25673,Charles Woods,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.9
1285,22820,Chauncey Golston,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.6,10.9
1286,21760,Isaiah Hodgins,NYG,WR,17,0.0,0.0,0.0,0.0,0.0,4.3,65.2,0.0,0.0,0.0,0.0,0.0,0.6,10.8
1287,25253,Tommy Eichenberg,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.6,10.8
1288,22760,Ar'Darius Washington,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.6,10.8
1289,23619,Cameron Goode,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.6,10.8
1290,21050,Sean Murphy-Bunting,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.6,10.8
1291,28124,Dalton Johnson,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.6,10.7
1292,25200,Zion Logue,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.6,10.7
1293,28199,Jordan van den Berg,CHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6,10.6
