Full Name,Position,BMI,Height (Inches),Weight,Age,Hand Size,Arm Length,20-Yard Shuttle,Athleticism Score,Catch Radius,Height-adjusted Speed Score,Bench Press,3-Cone Drill,40-Yard Dash,Broad Jump,SPARQ-x,Vertical Jump,Burst Score,Agility Score,College YPR,College Dominator Rating,Breakout Year,Breakout Age
Teo Redding,WR,23.90,73.00,181 lbs,23.70,9.38,32.63,4.22,98.50,10.21,87.50,10.00,6.85,4.51,132.00,101.70,38.50,131.50,11.07,13.90,0.33,2017.00,22.70
Terrance Williams,WR,26.70,74.00,208 lbs,28.90,8.75,31.25,4.32,101.10,9.90,101.00,11.00,7.01,4.52,119.00,96.40,32.50,114.80,11.33,18.90,0.38,2011.00,22.00
Terrelle Pryor,WR,28.40,76.00,233 lbs,29.10,-,-,4.30,109.80,9.98,128.30,-,7.20,4.41,124.00,-,31.00,114.70,11.50,-,-,-,-
Terrence Toliver,WR,24.20,77.00,204 lbs,30.30,10.00,32.00,4.03,103.10,10.23,97.00,-,6.48,4.59,122.00,-,32.00,115.40,10.51,14.10,0.39,2009.00,21.30
Tevaun Smith,WR,27.80,72.00,205 lbs,25.50,9.50,31.75,4.27,103.50,10.16,102.20,13.00,6.68,4.46,122.00,109.50,38.00,125.60,10.95,17.60,0.20,2015.00,22.60
Tevin Jones,WR,27.90,74.00,217 lbs,25.60,9.88,32.50,4.18,106.60,10.17,104.50,18.00,6.88,4.53,125.00,117.00,36.50,124.60,11.06,13.90,0.12,-,-
Tevin Reese,WR,23.40,70.00,163 lbs,27.60,8.63,31.63,4.18,93.50,10.24,79.00,13.00,6.63,4.46,132.00,109.60,41.00,135.70,10.81,22.80,0.28,2012.00,21.70
Thomas Owens,WR,26.50,73.00,201 lbs,-,9.63,31.63,4.37,95.30,9.75,73.90,14.00,7.14,4.83,116.00,88.20,33.50,115.00,11.51,15.00,0.42,2015.00,-
Thomas Sperbeck,WR,26.10,71.00,187 lbs,23.80,8.88,29.25,4.05,92.80,9.84,78.50,10.00,6.71,4.64,113.00,95.80,32.00,110.90,10.76,16.00,0.33,2015.00,20.90
Tim Benford,WR,27.90,71.00,200 lbs,28.90,8.88,33.13,4.35,98.40,9.80,94.00,15.00,7.30,4.51,121.00,101.00,33.00,116.60,11.65,15.20,0.59,2008.00,19.00
Tim Patrick,WR,25.30,76.00,208 lbs,24.70,9.50,33.63,4.38,105.90,10.22,103.80,22.00,6.99,4.52,128.00,117.80,37.50,127.80,11.37,15.80,0.38,2016.00,22.80
Tim White,WR,25.10,70.00,175 lbs,24.10,9.75,31.25,4.44,93.10,9.89,77.60,14.00,7.11,4.56,130.00,97.50,38.50,130.50,11.55,11.90,0.20,2015.00,21.10
Tiquan Underwood,WR,23.10,73.00,175 lbs,31.50,8.50,32.25,4.11,99.20,10.44,92.50,7.00,6.62,4.41,129.00,109.30,41.50,135.10,10.73,12.40,0.25,2006.00,19.60
Titus Davis,WR,25.90,73.00,196 lbs,25.60,8.25,29.63,4.28,96.80,9.79,94.80,12.00,7.14,4.51,119.00,97.60,32.50,114.80,11.42,17.30,0.49,2011.00,18.70
Tommy Streeter,WR,26.10,77.00,220 lbs,29.80,9.50,34.75,4.36,109.20,10.16,123.80,17.00,7.08,4.40,125.00,111.60,33.00,118.60,11.44,17.60,0.34,2011.00,22.90
Tommylee Lewis,WR,27.40,66.00,170 lbs,25.80,8.13,29.38,4.22,87.40,9.61,73.00,11.00,7.13,4.53,120.00,95.30,34.00,117.80,11.35,10.00,0.19,2012.00,19.90
Toney Clemons,WR,27.00,74.00,210 lbs,29.80,9.38,31.63,4.33,105.00,10.08,108.60,11.00,6.93,4.45,128.00,103.60,36.00,125.20,11.26,15.80,0.33,2011.00,22.90
Tony Pierson,WR,24.40,71.00,175 lbs,-,8.13,29.75,4.35,94.30,9.93,84.50,9.00,6.89,4.48,134.00,95.20,37.00,129.90,11.24,9.20,0.08,-,-
Tony Stevens,WR,25.80,76.00,212 lbs,23.40,9.63,32.38,4.34,104.50,10.04,103.90,12.00,7.15,4.54,126.00,99.20,34.50,121.70,11.49,15.70,0.28,2016.00,21.50
Tony Washington,WR,28.00,70.00,195 lbs,27.80,9.00,30.00,4.45,97.60,9.87,87.30,21.00,6.98,4.55,125.00,112.00,38.50,128.00,11.43,14.70,0.27,2013.00,22.90
Tori Gurley,WR,28.20,76.00,232 lbs,30.70,9.75,35.00,4.25,109.90,10.16,114.70,15.00,7.05,4.53,118.00,108.80,33.50,116.00,11.30,10.60,0.16,-,-
Torrence Allen,WR,24.80,72.00,183 lbs,27.40,8.88,32.63,4.56,98.00,10.05,91.20,15.00,7.14,4.46,129.00,103.00,40.00,132.50,11.70,13.60,0.26,2012.00,21.40
Torrey Smith,WR,27.80,72.00,205 lbs,29.50,8.50,32.63,4.13,106.00,10.36,105.00,19.00,6.72,4.43,126.00,128.40,41.00,132.70,10.85,15.70,0.41,2009.00,20.60
Travin Dural,WR,26.60,73.00,202 lbs,24.70,9.13,32.13,4.55,96.80,9.65,92.60,-,7.29,4.57,116.00,-,30.50,109.90,11.84,15.20,0.25,2014.00,20.80
Travis Benjamin,WR,25.10,70.00,175 lbs,28.60,8.75,31.75,4.17,95.00,10.10,92.90,14.00,6.96,4.36,119.00,114.50,38.00,124.10,11.13,14.90,0.19,-,-
Travis Labhart,WR,26.60,69.00,180 lbs,27.60,8.13,29.50,4.28,90.70,9.78,68.60,9.00,6.71,4.72,120.00,87.10,35.50,120.40,10.99,12.30,0.19,-,-
Travis Rudolph,WR,25.60,72.00,189 lbs,22.90,9.25,31.88,4.46,93.40,9.73,79.70,12.00,6.93,4.65,114.00,84.40,31.50,110.60,11.39,15.30,0.29,2015.00,20.00
Tre McBride,WR,28.50,72.00,210 lbs,25.70,9.00,32.13,4.08,105.30,10.20,109.50,16.00,6.96,4.41,122.00,123.70,38.00,125.60,11.04,12.60,0.38,2012.00,19.80
Tre'Quan Smith,WR,27.00,74.00,210 lbs,22.10,9.50,33.38,4.50,105.70,10.11,104.80,12.00,6.97,4.49,130.00,100.00,37.50,128.80,11.47,17.40,0.33,2015.00,19.20
Trent Bostick,WR,27.40,72.00,202 lbs,23.40,-,-,4.34,99.80,10.02,87.50,-,7.12,4.62,118.00,-,39.50,126.20,11.46,14.90,0.26,2013.00,18.50
Trent Sherfield,WR,27.50,72.00,203 lbs,22.40,9.63,31.88,4.20,100.60,9.93,97.70,19.00,6.90,4.50,125.00,112.40,32.50,117.80,11.10,13.80,0.26,2015.00,19.50
Trent Taylor,WR,27.50,68.00,181 lbs,24.30,8.25,28.75,4.01,90.50,9.77,73.40,13.00,6.74,4.63,117.00,102.10,33.00,114.60,10.75,13.30,0.32,2014.00,20.40
Trevor Davis,WR,24.80,73.00,188 lbs,25.10,10.00,31.00,4.22,100.30,10.25,98.50,11.00,6.60,4.42,124.00,108.20,38.50,127.50,10.82,15.30,0.15,2012.00,19.20
Trevor Harman,WR,25.60,75.00,205 lbs,26.80,9.00,31.38,4.21,99.30,9.93,88.60,19.00,6.77,4.67,117.00,103.80,31.00,111.20,10.98,11.60,0.43,2011.00,19.90
Trey Griffey,WR,26.80,74.00,209 lbs,24.60,9.75,32.13,4.50,99.20,9.74,91.40,17.00,7.32,4.64,118.00,95.20,32.50,114.30,11.82,16.60,0.17,-,-
Trey Quinn,WR,28.30,71.00,203 lbs,22.70,10.13,30.75,4.19,98.40,9.88,92.10,17.00,6.91,4.55,116.00,108.50,33.50,115.00,11.10,10.80,0.35,2017.00,21.80
Trindon Holliday,WR,26.50,65.00,159 lbs,32.30,8.25,28.38,4.48,88.10,9.93,79.80,10.00,6.54,4.34,116.00,102.70,42.00,129.40,11.02,-,0.01,-,-
Troy Pelletier,WR,27.10,75.00,217 lbs,-,10.00,32.88,4.44,100.70,9.82,90.60,14.00,7.09,4.71,112.00,90.00,31.50,109.60,11.53,14.50,0.36,2014.00,-
Tyler Boyd,WR,26.00,73.00,197 lbs,23.80,9.75,32.00,4.35,98.30,9.94,89.50,11.00,6.90,4.58,119.00,93.10,34.00,117.30,11.25,13.20,0.43,2013.00,18.80
Tyler Lockett,WR,26.10,70.00,182 lbs,25.90,8.38,30.00,4.07,95.40,10.00,93.10,-,6.89,4.40,121.00,-,35.50,120.90,10.96,14.30,0.44,2012.00,19.90
Tyler Rutenbeck,WR,23.90,74.00,186 lbs,26.90,9.50,31.25,4.08,99.50,10.29,92.00,-,6.62,4.50,123.00,-,38.00,126.10,10.70,18.70,0.39,2013.00,22.00
Tyler Slavin,WR,27.60,74.00,215 lbs,26.50,10.75,33.00,4.23,102.50,10.00,91.60,13.00,7.01,4.67,117.00,99.00,34.00,116.30,11.24,11.90,0.39,2014.00,22.60
Tyreek Hill,WR,26.50,70.00,185 lbs,24.40,8.00,30.50,4.06,100.30,10.30,100.00,13.00,6.53,4.34,129.00,122.50,40.50,133.40,10.59,16.40,0.19,-,-
Tyrell Williams,WR,25.50,75.00,204 lbs,26.50,9.88,33.50,4.17,106.50,10.41,104.10,-,6.74,4.48,127.00,-,39.50,130.70,10.91,17.00,0.31,2012.00,20.60
Vernon Johnson,WR,25.10,73.00,190 lbs,26.30,9.75,31.38,4.47,96.50,9.85,84.10,18.00,7.37,4.61,127.00,101.20,37.00,126.40,11.84,16.30,0.27,2014.00,22.40
Victor Bolden,WR,27.10,68.00,178 lbs,23.30,9.00,31.13,4.22,90.80,9.74,78.10,9.00,6.83,4.54,117.00,91.30,32.00,112.90,11.05,10.90,0.24,2014.00,19.40
Victor Cruz,WR,27.70,72.00,204 lbs,31.70,9.50,31.00,4.17,103.40,10.21,96.40,16.00,6.96,4.52,125.00,118.70,41.50,133.10,11.13,14.80,0.40,2008.00,21.80
Vincent Brown,WR,26.50,71.00,190 lbs,29.50,10.25,33.00,4.25,95.80,9.95,77.00,12.00,6.64,4.68,121.00,92.30,33.50,117.50,10.89,19.60,0.36,2008.00,19.60
Vincent Jackson,WR,27.30,77.00,230 lbs,35.60,9.63,32.00,4.00,113.80,10.46,122.60,23.00,6.84,4.46,129.00,140.20,39.00,130.80,10.84,17.30,0.70,2003.00,20.60
Vyncint Smith,WR,25.30,74.00,197 lbs,22.20,9.50,31.50,4.27,103.50,10.24,103.70,-,6.89,4.43,130.00,-,39.50,132.20,11.16,15.20,0.32,2015.00,19.20
Walter Powell,WR,26.40,71.00,189 lbs,26.60,9.50,31.63,4.23,94.60,9.84,80.00,10.00,6.70,4.63,120.00,89.50,31.50,113.60,10.93,12.70,0.43,2012.00,20.70
Wendall Williams,WR,25.80,71.00,185 lbs,27.90,9.00,30.88,4.11,102.20,10.47,103.30,-,6.64,4.32,127.00,-,45.00,140.00,10.75,30.50,0.48,2014.00,24.00
Wes Welker,WR,27.30,69.00,185 lbs,37.30,-,-,4.01,89.80,9.64,71.70,-,7.09,4.70,113.00,-,30.00,107.50,11.10,11.30,0.17,2001.00,20.40
Will Fuller,WR,25.20,72.00,186 lbs,24.30,8.25,30.75,4.27,97.90,9.96,105.30,10.00,6.93,4.32,126.00,104.00,33.50,120.00,11.20,20.30,0.47,2014.00,20.40
Willie Snead,WR,27.20,71.00,195 lbs,25.80,10.25,33.00,4.39,95.40,9.78,83.30,11.00,7.19,4.62,113.00,89.50,33.50,113.50,11.58,14.30,0.39,2012.00,19.90
Wyatt Demps,WR,25.70,75.00,206 lbs,22.40,9.88,31.75,4.59,97.60,9.72,81.10,9.00,7.47,4.78,121.00,79.00,34.50,119.20,12.06,13.20,0.36,2016.00,20.50
Zach Pascal,WR,28.10,74.00,219 lbs,23.60,10.00,32.00,4.29,105.70,10.03,103.60,14.00,7.11,4.55,126.00,106.10,36.00,124.20,11.40,14.30,0.34,2014.00,19.70
Zay Jones,WR,25.80,74.00,201 lbs,23.40,9.00,32.50,4.01,104.90,10.29,103.90,15.00,6.79,4.45,133.00,119.70,36.50,128.60,10.80,11.10,0.37,2015.00,20.40
